Reference Number,Property Name,NHL Designated Date,Restricted Address,Category of Property,State,County,City ,Street & Number,External Link,Federal Agencies,Other Names,Park Name
66000634,Sequoyah's Cabin,12/21/1965,0,BUILDING,OKLAHOMA,Sequoyah,Akins,"OK 101, in Sequoyah's Cabin State Park",https://catalog.archives.gov/id/86510639,,,
66000635,Stamper Site,7/19/1964,1,SITE,OKLAHOMA,Texas,Optima,Address Restricted,,,,
66000633,Washita Battlefield National Historic Site,1/12/1965,0,SITE,OKLAHOMA,Roger Mills,Cheyenne,NW of Cheyenne on U.S. 283,https://catalog.archives.gov/id/86510637, NATIONAL PARK SERVICE, The Battle of Washita,
66000949,Wheelock Academy,12/21/1965,0,DISTRICT,OKLAHOMA,McCurtain,Millerton,E of Millerton on U.S. 70,https://catalog.archives.gov/id/86510629,,,
86000727,Bonneville Dam Historic District,6/30/1987,0,DISTRICT,OREGON,Multnomah,Bonneville,"Columbia River between Bradford and Cascade Islands off I-80 in Multnomah County, Oregon to WA 14 in Skamania County, WA",https://catalog.archives.gov/id/77848624, ARMY CORPS OF ENGINEERS," Powerhouse,Navigation Lock and Administrative Site;See Also:",
86003598,Bonneville Dam Historic District (Boundary Increase),6/30/1987,0,DISTRICT,OREGON,Multnomah,Bonneville,"Roughly bounded by Mitchell Creek Bypass, SW District boundary, Union Pacific right-of-way, and Hatchery Service Rd.",https://catalog.archives.gov/id/77850863, ARMY CORPS OF ENGINEERS, Bonneville Hatchery;Central Hatchery;See Also:Bonneville Dam,
83004168,Columbia River Highway Historic District,5/16/2000,0,DISTRICT,OREGON,Multnomah,Troutdale,"Roughly bounded by the Sandy River Bridge, Troutdale, Multnomah County on the West, the Chenoweth Creek Bridge, etc.",https://catalog.archives.gov/id/77848627, FISH AND WILDLIFE SERVICE,,
87001347,Crater Lake Superintendent's Residence,5/28/1987,0,BUILDING,OREGON,Klamath,Crater Lake National Park,Munson Valley,https://catalog.archives.gov/id/77848614, NATIONAL PARK SERVICE, Former Superintendent's Residence,Crater Lake
72001082,Deady Hall,5/5/1977,0,BUILDING,OREGON,Lane,Eugene,University of Oregon campus,https://catalog.archives.gov/id/77849821,,,
66000638,"Elmore, Samuel, Cannery",11/13/1966,0,BUILDING,OREGON,Clatsop,Astoria,On the waterfront at the foot of Flavel St.,,, Samuel Elmore Salmon Cannery,
66000639,Fort Astoria,11/5/1961,0,SITE,OREGON,Clatsop,Astoria,15th and Exchange Sts.,https://catalog.archives.gov/id/77848604,,,
66000641,Fort Rock Cave,1/20/1961,1,SITE,OREGON,Lake,Fort Rock,Address Restricted,,, Fort Rock Cave National Historic Landmark;(35-LK-1),
66000950,Jacksonville Historic District,11/13/1966,0,DISTRICT,OREGON,Jackson,Jacksonville,Jacksonville city limits,https://catalog.archives.gov/id/77849357,,,
73001575,Kam Wah Chung Company Building,9/20/2005,0,BUILDING,OREGON,Grant,John Day,"Canton St., John Day City Park",https://catalog.archives.gov/id/77849273,,,
89002463,"Lightship WAL-604, COLUMBIA",12/20/1989,0,STRUCTURE,OREGON,Clatsop,Astoria,1792 Maritime Dr.,https://catalog.archives.gov/id/77848606,, WLV-604,
89001082,"Nez Perce Traditional Site, Wallowa Lake",5/5/1989,0,SITE,OREGON,Wallowa,Joseph,SR 82 S of Joseph,https://catalog.archives.gov/id/77848629, BUREAU OF INDIAN AFFAIRS, Chief Joseph Cemetery;Joseph National Indian Cemetery,
87001346,Oregon Caves Chateau,5/28/1987,0,BUILDING,OREGON,Josephine,Oregon Caves National Monument,Off SR 46,https://catalog.archives.gov/id/77848612, NATIONAL PARK SERVICE,,Oregon Caves
73001582,Pioneer Courthouse,4/5/1977,0,BUILDING,OREGON,Multnomah,Portland,520 SW Morrison St.,https://catalog.archives.gov/id/77850961, GENERAL SERVICES ADMINISTRATION," United States Courthouse,Custom House and Post Office",
75001597,Portland Skidmore/Old Town Historic District,5/5/1977,0,DISTRICT,OREGON,Multnomah,Portland,"Roughly bounded by Harbor Dr., Everett, 3rd, and Oak Sts.",https://catalog.archives.gov/id/77850656,, Skidmore/Old Town Historic District,
89002455,Sunken Village Archeological Site (35MU4),12/20/1989,1,SITE,OREGON,Multnomah,Portland,Address Restricted,,, Drowned Village; Bridge Camp; Indian Crossing,
73001572,Timberline Lodge,12/22/1977,0,BUILDING,OREGON,Clackamas,Government Camp,6 mi. (9.6 km) N of Government Camp in Mount Hood National Forest,https://catalog.archives.gov/id/77848765, FOREST SERVICE,,
72001083,Villard Hall,5/5/1977,0,BUILDING,OREGON,Lane,Eugene,University of Oregon,https://catalog.archives.gov/id/77849825,,,
74001715,"Watzek, Aubrey R., House",7/25/2011,0,BUILDING,OREGON,Multnomah,Portland,1061 SW Skyline Blvd.,https://catalog.archives.gov/id/77850634,,,
85001754,Peleliu Battlefield,2/4/1985,0,SITE,PALAU,Peleliu,Peleliu,Peleliu Island,https://catalog.archives.gov/id/131518792,,,
66000674,Academy of Music,12/29/1962,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Broad and Locust Sts.,https://catalog.archives.gov/id/71994307,, American Academy of Music,
76001679,"Acheson, Edward G., House",5/11/1976,0,BUILDING,PENNSYLVANIA,Washington,Monongahela,908 Main St.,https://catalog.archives.gov/id/71994247,,,
09000081,Alfred Newton Richards Medical Research Laboratories and David Goddard Laboratories Buildings,1/16/2009,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,"33700-3710 Hamilton Walk, University of Pennsylvania",https://catalog.archives.gov/id/71994277,, Biology Building,
73001586,Allegheny County Courthouse and Jail,4/11/1976,0,BUILDING,PENNSYLVANIA,Allegheny,Pittsburgh,436 Grant St.,https://catalog.archives.gov/id/71997676,,,
66000648,Allegheny Portage Railroad National Historic Site,12/29/1962,0,DISTRICT,PENNSYLVANIA,Blair,Johnstown,U.S. 22,https://catalog.archives.gov/id/71994227, NATIONAL PARK SERVICE,,Allegheny Portage Railroad
66000675,American Philosophical Society Hall,1/12/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Independence Sq.,https://catalog.archives.gov/id/71994351, NATIONAL PARK SERVICE, See Also:Independence National Historical Park,Independence
66000649,Andalusia,11/13/1966,0,BUILDING,PENNSYLVANIA,Bucks,Philadelphia,1.4 mi. N of Philadelphia on PA 32,https://catalog.archives.gov/id/71994630,, Nicholas Biddle Estate;Pen Ryn,
14000924,Andrew Wyeth Studio and Kuerner Farm (Boundary Expansion and Additional Documentation),8/25/2014,0,DISTRICT,PENNSYLVANIA,Delaware,Chadds Fod Rd.,"415 Ring Road (farm), 1821 Murphy Rd. (studio)",,,,
75001657,"Antes, Henry, House",4/27/1992,0,BUILDING,PENNSYLVANIA,Montgomery,Pottstown,NE of Pottstown on Colonial Rd.,https://catalog.archives.gov/id/71997866,,,
71000716,Arch Street Friends Meeting House,6/23/2011,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,320 Arch St.,https://catalog.archives.gov/id/71997016,,,
72001144,Athenaeum of Philadelphia,12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,219 S. 6th St.,https://catalog.archives.gov/id/71997266,,,
67000019,Augustus Lutheran Church,12/24/1967,0,BUILDING,PENNSYLVANIA,Montgomery,Trappe,7th Ave. E and Main St.,https://catalog.archives.gov/id/71994415,,,
66000676,"Bartram, John, House",10/9/1960,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,54th St. and Eastwick Ave.,https://catalog.archives.gov/id/71994369,, John Bartram House and Gardens,
84001413,Bedford Springs Hotel Historic District,7/17/1991,0,DISTRICT,PENNSYLVANIA,Bedford,Bedford,"US 220, Bedford Township",https://catalog.archives.gov/id/71994143,, Bedford Springs Hotel,
07000430,Beth Sholom Synagogue,3/29/2007,0,BUILDING,PENNSYLVANIA,Montgomery,Elkins Park (Cheltenham Township),8231 Old York Rd.,https://catalog.archives.gov/id/71994185,, Temple Beth Sholom,
87000821,Boat House Row,2/27/1987,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1--15 E. River Dr.,https://catalog.archives.gov/id/71994365,,,
75001649,Bomberger's Distillery,1/16/1980,0,BUILDING,PENNSYLVANIA,Lebanon,Newmanstown,7 mi. SW of Newmanstown off PA 501,https://catalog.archives.gov/id/71996735,, Michter's Distillery,
99000627,Bost Building,1/20/1999,0,DISTRICT,PENNSYLVANIA,Allegheny,Homestead Borough,621--623 East Eighth Avenue,https://catalog.archives.gov/id/71994213,," Columbia Hotel;see also;Homestead Historic District,90000696",
73001668,"Bradford, David, House",7/28/1983,0,BUILDING,PENNSYLVANIA,Washington,Washington,175 S. Main St.,https://catalog.archives.gov/id/71998542,,,
66000660,Brandywine Battlefield,1/20/1961,0,DISTRICT,PENNSYLVANIA,Delaware,Chadds Ford,Brandywine Battlefield Park,https://catalog.archives.gov/id/71994163,,,
08001087,Bryn Athyn Historic District,10/6/2008,0,DISTRICT,PENNSYLVANIA,Montgomery,Bryn Athyn,Huntington Pike and Cathedral Road,https://catalog.archives.gov/id/71994153,," Pitcairn Residences: Cairnwood, Cairncrest, Glencairn; Bryn Athlyn Cathedral",
66000669,"Buchanan, James, House",7/4/1961,0,BUILDING,PENNSYLVANIA,Lancaster,Lancaster,1120 Marietta Ave.,https://catalog.archives.gov/id/71994231,, Wheatland,
03001034,Buckingham Friends Meeting House,7/31/2003,0,BUILDING,PENNSYLVANIA,Bucks,Buckingham Township,5684 Lower York Road,https://catalog.archives.gov/id/71994157,, Buckingham Meeting of Friends; Buckingham Monthly Meeting,
66000696,Bushy Run Battlefield,10/9/1960,0,SITE,PENNSYLVANIA,Westmoreland,Harrison City,2 mi. E of Harrison City on PA 993,https://catalog.archives.gov/id/71994219,, Bushy Run State Park,
89001101,Cambria Iron Company,6/22/1989,0,DISTRICT,PENNSYLVANIA,Cambria,Johnstown,Along Conemaugh River in the Johnstown vicinity,https://catalog.archives.gov/id/71994225,," Cambria Iron Works;Lower Works,Gautier Plant,Franklin Plant,",
66000658,Carlisle Indian School,7/4/1961,0,DISTRICT,PENNSYLVANIA,Cumberland,Carlisle,E edge of Carlisle on U.S. 11,, DEPARTMENT OF THE ARMY, Carlisle Indian Industrial School,
73001585,Carnegie Free Library Of Braddock,3/2/2012,0,BUILDING,PENNSYLVANIA,Allegheny,Braddock,419 Library St.,https://catalog.archives.gov/id/71994732,,,
70000552,Carpenters' Hall,5/15/1970,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,310 Chestnut St.,https://catalog.archives.gov/id/71994271, NATIONAL PARK SERVICE, See Also:Independence National Historical Park,Independence
06001070,Carrie Blast Furnace Number 6 and 7,9/20/2006,0,DISTRICT,PENNSYLVANIA,Allegheny,"Rankin, Munhall, Swissvale boroughs",North side of Monongahela River .5 mi west of Rankin Bridge,https://catalog.archives.gov/id/71994401,,,
71000693,Cedarcroft,11/11/1971,0,BUILDING,PENNSYLVANIA,Chester,Kennett Square,N of Kennett Sq.,https://catalog.archives.gov/id/71994183,, Bayard Taylor House,
98001372,Chatham Village Historic District,4/5/2005,0,DISTRICT,PENNSYLVANIA,Allegheny,Pittsburgh,"Roughly bounded by Virginia Ave., Bigham St.,Woodruff St., Saw Mill Run Blvd., and Olympia Rd.",https://catalog.archives.gov/id/71994391,,,
70000553,Christ Church,5/15/1970,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,22--26 N. 2nd St.,https://catalog.archives.gov/id/71994273, NATIONAL PARK SERVICE,,Independence
74001801,Church of St. James the Less,2/4/1985,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Hunting Park Ave. and Clearfield St.,https://catalog.archives.gov/id/71996984,,,
66000677,Cliveden (Chew House),1/20/1961,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,6401 Germantown Ave.,,, Chew House,
08001088,College of Physicians of Philadelphia Building,10/6/2008,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,19 South 22nd Street,https://catalog.archives.gov/id/71994343,,,
66000678,Colonial Germantown Historic District,6/23/1965,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Germantown Ave. between Windrim Ave. and Upsal St.,https://catalog.archives.gov/id/71997142,, Germantown;See Also:Cliveden;Independence National Historica,
99000628,"Coltrane, John, House",1/20/1999,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1511 North 33rd Street,https://catalog.archives.gov/id/71994361,,,
75001660,"Cope, Edward Drinker, House",5/15/1975,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,2102 Pine St.,https://catalog.archives.gov/id/71994373,,,
66000671,Cornwall Iron Furnace,11/3/1966,0,DISTRICT,PENNSYLVANIA,Lebanon,Cornwall,Rexmont Rd. and Boyd St.,https://catalog.archives.gov/id/71994173,,,
74001756,Delaware Division of the Pennsylvania Canal,12/8/1976,0,DISTRICT,PENNSYLVANIA,Bucks,Easton,Parallels W bank of the Delaware River from Easton to Bristol,https://catalog.archives.gov/id/71992480,, Roosevelt State Park;See Also:Bridge in Tinicum Township;Uhl,
66000695,Drake Oil Well,11/13/1966,0,BUILDING,PENNSYLVANIA,Venango,Titusville,"3 mi. SE of Titusville on PA 36, in Drake Well Memorial Park",https://catalog.archives.gov/id/71994413,,,
66000679,"Eakins, Thomas, House",12/21/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1729 Mount Vernon Pl.,https://catalog.archives.gov/id/71994321,,,
66000666,East Broad Top Railroad,1/28/1964,0,DISTRICT,PENNSYLVANIA,Huntingdon,Rockhill Furnace,1 mi. W of Orbisonia on U.S. 522,https://catalog.archives.gov/id/71994405,,,
66000680,Eastern State Penitentiary,6/23/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,21st St. and Fairmount Ave.,https://catalog.archives.gov/id/71994379,,,
67000017,Eisenhower National Historic Site,5/23/1966,0,DISTRICT,PENNSYLVANIA,Adams,Gettysburg,200 Eisenhower Farm Lane,https://catalog.archives.gov/id/71995194, NATIONAL PARK SERVICE, See Also:Gettysburg Battlefield Historic District,Eisenhower
66000681,Elfreth's Alley Historic District,10/9/1960,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Between 2nd and Front Sts.,https://catalog.archives.gov/id/71994263,,,
74001737,Emmanuel Episcopal Church,2/16/2000,0,BUILDING,PENNSYLVANIA,Allegheny,Pittsburgh,North and Allegheny Aves.,https://catalog.archives.gov/id/71997680,,,
67000026,Ephrata Cloister,12/24/1967,0,DISTRICT,PENNSYLVANIA,Lancaster,Ephrata,Jct. of US 322 and 222,https://catalog.archives.gov/id/71994187,,,
73001615,"Esherick, Wharton, Studio",4/19/1993,0,BUILDING,PENNSYLVANIA,Chester,Malvern,1520 Horseshoe Trail,https://catalog.archives.gov/id/71998468,, The Wharton Esherick Museum,
74001750,Espy House,7/28/1983,0,BUILDING,PENNSYLVANIA,Bedford,Bedford,123 Pitt St.,https://catalog.archives.gov/id/71994594,, David Espy House;Gen. Arthur St. Clair Office,
76001662,Fairmount Water Works,5/11/1976,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,E banks of Schuylkill River,https://catalog.archives.gov/id/71994295,,,
74001781,Fallingwater,5/11/1976,0,BUILDING,PENNSYLVANIA,Fayette,Mill Run,W of PA 381,https://catalog.archives.gov/id/71996566,, Edgar Kaufman House,
87001292,First Bank of the United States,5/4/1987,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,116 S. Third St.,https://catalog.archives.gov/id/71994297, NATIONAL PARK SERVICE, See Also:Independence National Historical Park,Independence
85002366,"Fonthill, Mercer Museum and Moravian Pottery and Tile Works",2/4/1985,0,DISTRICT,PENNSYLVANIA,Bucks,Doylestown,Court St. and Swamp Rd. and Pine and Ashland Sts.,https://catalog.archives.gov/id/71994177,, See Also:Fonthill;Mercer Museum;Moravian Pottery and Tile Wo,
66000643,Forks of the Ohio,10/9/1960,0,SITE,PENNSYLVANIA,Allegheny,Pittsburgh,Point Park,https://catalog.archives.gov/id/71994395,,,
70000554,Fort Mifflin,8/29/1970,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Marina and Penrose Ferry Rds.,https://catalog.archives.gov/id/71996924,, Mud Island Fort;Old Fort Mifflin,
69000158,"Founder's Hall, Girard College",8/4/1969,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Corinthian and Girard Aves.,https://catalog.archives.gov/id/71997254,,,
99000629,Friends Hospital,1/20/1999,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,4641 Roosevelt Boulevard,https://catalog.archives.gov/id/71994345,, Friends' Asylum For The Relief of Persons Deprived Of Reason; Friend's Asylum For The Insane,
69000156,Fulton Opera House,8/11/1969,0,BUILDING,PENNSYLVANIA,Lancaster,Lancaster,12--14 N. Prince St.,https://catalog.archives.gov/id/71994229,,,
66000670,"Fulton, Robert, Birthplace",1/29/1964,0,BUILDING,PENNSYLVANIA,Lancaster,Quarryville,8 mi. S of Quarryville on U.S. 222,https://catalog.archives.gov/id/71994399,,,
72001154,Furness Library,2/4/1985,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,34th St. below Walnut on University of Pennsylvania campus,https://catalog.archives.gov/id/71997280,," Furness Library,School of Fine Arts;Henry Charles Lea Librar",
66000663,"Gallatin, Albert, House; Friendship Hill National Historic Site",1/12/1965,0,BUILDING,PENNSYLVANIA,Fayette,Point Marion,3 mi. N of Point Marion on PA 166,https://catalog.archives.gov/id/71992939, NATIONAL PARK SERVICE, Friendship Hill;Friendship Hill National Historic Site,Friendship Hill
75001658,Gemeinhaus-Lewis David De Schweinitz Residence,5/15/1975,0,BUILDING,PENNSYLVANIA,Northampton,Bethlehem,W. Church St.,https://catalog.archives.gov/id/71994149,, Moravian Museum,
87000758,Germantown Cricket Club,2/27/1987,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,5140 Morris St.,https://catalog.archives.gov/id/71994363,, Manheim Club,
66000672,Graeme Park,10/9/1960,0,BUILDING,PENNSYLVANIA,Montgomery,Horsham,Keith Valley Rd.,https://catalog.archives.gov/id/71994215,,,
74001755,Green Hills Farm,1/16/1980,0,BUILDING,PENNSYLVANIA,Bucks,Dublin,"SW of Dublin on Dublin Rd., Hilltown Township",https://catalog.archives.gov/id/71995301,," Buck,Pearl S.,House",
80003578,Grey Towers,2/4/1985,0,BUILDING,PENNSYLVANIA,Montgomery,Glenside,Easton Rd. and Limekiln Pike,https://catalog.archives.gov/id/71995685,, William Welsh Harrison House;Beaver College,
72001092,Gruber Wagon Works,12/22/1977,0,BUILDING,PENNSYLVANIA,Berks,Reading,W of Reading off PA 183 in Tulpehocken Creek Park,https://catalog.archives.gov/id/71997964,,,
00000708,"Hagan, Isaac Newton, House",5/16/2000,0,BUILDING,PENNSYLVANIA,Fayette,Chalk Hill (Stewart Township),less than 1 mi. SW of the jct. of IN 2010 and IN 2019,https://catalog.archives.gov/id/71994167,,,
73002139,Harmony Historic District,5/30/1974,0,DISTRICT,PENNSYLVANIA,Butler,Harmony,PA 68,https://catalog.archives.gov/id/71994863,, Harmony,
76001663,"Harper, Frances Ellen Watkins, House",12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1006 Bainbridge St.,https://catalog.archives.gov/id/71994355,,,
73001620,"Harris, John, Mansion",5/15/1975,0,BUILDING,PENNSYLVANIA,Dauphin,Harrisburg,219 S. Front St.,https://catalog.archives.gov/id/71995807,, Simon Cameron House,
75001638,Harrisburg Central Railroad Station and Trainshed,12/8/1976,0,BUILDING,PENNSYLVANIA,Dauphin,Harrisburg,Aberdeen St.,https://catalog.archives.gov/id/71995811,, Penn Central Railroad Station and Sheds,
78002388,"Hershey, Milton S., Mansion",5/4/1983,0,BUILDING,PENNSYLVANIA,Dauphin,Hershey,Mansion Rd.,https://catalog.archives.gov/id/71995871,, High Point;Hershey Country Club,
71000726,Hill-Physick House,1/7/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,321 S. 4th St.,https://catalog.archives.gov/id/71997386,, Hill-Physick-Keith House,
12001016,Historic Moravian Bethlehem Historic District,10/16/2012,0,DISTRICT,PENNSYLVANIA,Northampton,Bethlehem,"Church, Market and Main Streets",,,,
69000155,Honey Hollow Watershed,8/4/1969,0,DISTRICT,PENNSYLVANIA,Bucks,New Hope,2.5 mi. S of the Delaware River on PA 263,https://catalog.archives.gov/id/71996716,,,
66000647,Horseshoe Curve,11/13/1966,0,STRUCTURE,PENNSYLVANIA,Blair,Altoona,5 mi. W of Altoona on PA 193,https://catalog.archives.gov/id/71994127,,,
66000684,Institute of the Pennsylvania Hospital,6/23/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,111 N. 49th St.,https://catalog.archives.gov/id/71994381,, Kirkbride's Hospital,
78002449,Insurance Company of North America Building,6/16/1978,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1600 Arch St.,https://catalog.archives.gov/id/71994331,,,
72001162,"Johnson, John, House",12/9/1997,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,6306 Germantown Ave.,https://catalog.archives.gov/id/71997038,,,
100000832,Keim Homestead,12/23/2016,0,building,PENNSYLVANIA,Berks,Oley,99 Boyer Rd.,,,,
87000824,Kennywood Park,2/27/1987,0,DISTRICT,PENNSYLVANIA,Allegheny,West Mifflin,4800 Kennywood Blvd.,https://catalog.archives.gov/id/71994431,, Kenny's Grove;Kennywood,
11000564,"Kuerner Farm-Wyeth, Andrew, Studio",6/23/2011,0,BUILDING,PENNSYLVANIA,Delaware,Chadds Ford Township,415 Ring Road,,, Ring Farm,
77001185,Laurel Hill Cemetery,8/5/1998,0,STRUCTURE,PENNSYLVANIA,Philadelphia,Philadelphia,3822 Ridge Ave.,https://catalog.archives.gov/id/71997338,,,
91000229,Leap-the-Dips,6/19/1996,0,STRUCTURE,PENNSYLVANIA,Blair,Altoona,700 Park Ave.,https://catalog.archives.gov/id/71994129,,,
97001271,"LeMoyne, F. Julius, House",9/25/1997,0,BUILDING,PENNSYLVANIA,Washington,Washington,49 E. Maiden St.,https://catalog.archives.gov/id/71994429,,,
94001646,"Lesley, J. Peter, House",10/12/1994,0,BUILDING,PENNSYLVANIA,Philadelphia,Phialdelphia,1008 Clinton St.,https://catalog.archives.gov/id/71994371,, See also:Clinton Street Historic District;Washington Square,
73001616,Lightfoot Mill,4/5/2005,0,BUILDING,PENNSYLVANIA,Chester,Chester Springs,1703 Conestoga Road,https://catalog.archives.gov/id/71998470,,,
94001186,Lukens Historic District,4/19/1994,0,DISTRICT,PENNSYLVANIA,Chester,Coatsville,"50, 53, 76, & 102 S. First St.",https://catalog.archives.gov/id/71994169,,,
87002596,"Marshall, Humphry, House",12/23/1987,0,BUILDING,PENNSYLVANIA,Chester,Marshallton,1407 S. Strasburg Rd./PA 162,https://catalog.archives.gov/id/71994239,," Marshall House,Marshall's Garden,Marshall's Arboretum,Botany",
71000727,Masonic Temple,2/4/1985,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1 N. Broad St.,https://catalog.archives.gov/id/71997404,,,
78002480,Meadowcroft Rockshelter,4/5/2005,0,SITE,PENNSYLVANIA,Washington,Avella,W of Avella,https://catalog.archives.gov/id/71994561,, 36WH297,
71000707,"Meason, Isaac, House",6/21/1990,0,BUILDING,PENNSYLVANIA,Fayette,Mount Braddock,U.S. 119 North,https://catalog.archives.gov/id/71996632,, Mt. Braddock;Dr. Christopher Gist Plantation,
76001665,Memorial Hall,12/8/1976,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,West Fairmount Park,https://catalog.archives.gov/id/71994329,,,
01001047,Merchants' Exchange Building,8/7/2001,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,143 S. Third St.,https://catalog.archives.gov/id/71994275,,,
87000759,Merion Cricket Club,2/27/1987,0,BUILDING,PENNSYLVANIA,Montgomery,Haverford,Montgomery Ave. and Grays Ln.,https://catalog.archives.gov/id/71994207,,,
98001194,Merion Friends Meeting House,8/5/1998,0,BUILDING,PENNSYLVANIA,Montgomery,Merion Station,615 Montgomery Ave.,https://catalog.archives.gov/id/71994241,,,
89002085,"Merion Golf Club, East and West Courses",4/27/1992,0,DISTRICT,PENNSYLVANIA,Delaware,Ardmore,Ardmore Ave.,https://catalog.archives.gov/id/71994133,,,
72001138,Mill Grove,5/5/1989,0,BUILDING,PENNSYLVANIA,Montgomery,Audubon,Pawling Rd.,https://catalog.archives.gov/id/71994551,," Audubon,John James,House",
93000608,Minisink Archeological Site,4/19/1993,1,SITE,PENNSYLVANIA,Pike,Bushkill,Address Restricted,, NATIONAL PARK SERVICE, Minisink Historic District,Delaware Water Gap
72001166,Mother Bethel A.M.E. Church,5/30/1974,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,419 6th St.,https://catalog.archives.gov/id/71997374,,,
66000685,Mount Pleasant,10/9/1960,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Fairmount Park,https://catalog.archives.gov/id/71994265,,,
71000730,Musical Fund Hall,5/30/1974,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,808 Locust St.,https://catalog.archives.gov/id/71997528,, Musical Fund Society Hall;Republican Party Convention Site o,
08000782,"Nakashima, George, Woodworker Complex",4/22/2014,0,BUILDING,PENNSYLVANIA,Bucks,Solebury,1847 and 1858 Aquetong Rd.,https://catalog.archives.gov/id/71998178,,,
74001733,Neville House,6/2/1978,0,BUILDING,PENNSYLVANIA,Allegheny,Heidelberg,S of Heidelberg on PA 50,https://catalog.archives.gov/id/71995861,, Woodville,
93001611,New Century Guild,11/4/1993,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1307 Locust St.,https://catalog.archives.gov/id/71994375,,,
66000686,New Market,11/13/1966,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,"S. 2nd St., between Pine and Lombard Sts.",https://catalog.archives.gov/id/71994333,, Head House Market,
84003090,Oakmont Country Club Historic District,6/30/1987,0,DISTRICT,PENNSYLVANIA,Allegheny,Oakmont,Hulton Rd.,https://catalog.archives.gov/id/71994253,,,
66000644,Old Economy,6/23/1965,0,DISTRICT,PENNSYLVANIA,Beaver,Ambridge,NE of Pittsburgh on PA 65,https://catalog.archives.gov/id/71994131,, Old Economy Village,
72001142,Old Waterworks,5/29/1981,0,BUILDING,PENNSYLVANIA,Northampton,Bethlehem,Within Historic Subdistrict A near Monocacy Creek,https://catalog.archives.gov/id/71994658,, 1762 Waterworks,
66000659,"Old West, Dickinson College",6/13/1962,0,BUILDING,PENNSYLVANIA,Cumberland,Carlisle,Dickinson College campus,https://catalog.archives.gov/id/71994159,,,
74001765,"Packer, Asa, Mansion",2/4/1985,0,BUILDING,PENNSYLVANIA,Carbon,Jim Thorpe,Packer Rd.,https://catalog.archives.gov/id/71995974,,,
66000687,"Peale, Charles Willson, House",12/21/1965,0,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,2100 Clarkson Ave.,https://catalog.archives.gov/id/71994323,, Belfield,
71000731,Pennsylvania Academy of the Fine Arts,5/15/1975,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,SW corner of Broad and Cherry Sts.,https://catalog.archives.gov/id/71997072,,,
66000688,Pennsylvania Hospital,6/22/1965,0,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,8th and Spruce Sts.,https://catalog.archives.gov/id/71994347,,,
13000287,Pennsylvania State Capitol Complex (Boundary Revision),2/27/2013,0,DISTRICT,PENNSYLVANIA,Dauphin,Harrisburg,"Roughly bounded by 3rd and 7th, North and Walnut Streets",,,,
